"HolderAddress","Balance","PendingBalanceUpdate"
"0xc300ae31dbc4581c3e7ef145c2c00e60fe48235d","4.46E-07","No"
"0xc3c7aaa7c28868689474b320b4bad1666defa560","7.94E-07","No"
"0xc801654f9298c460d31ec8a8cc1a48c4df08b5be","9.02E-07","No"
"0xcc81ae182ab5e427d14d57696b6d267b8f3d2d0d","0.000809833","No"
"0xcea75f0090b3b7971a8b8defba398ccfb31b1f12","0.564661614","No"
"0xcf5777035df6c725e6e995a6a113c9e3eb1cd3d4","0.030767677","No"
"0xd2a304de2acd2f09ec1ed1e75027ef906034efba","0.076014742","No"
"0xd342a4a872c9969bbd8025bb0fb2456de96eb471","0.000137297","No"
"0xd5478b3a96518c42e85f8ffdd19408af74732e2b","1E-09","No"
"0xd5b184c12577ae6a49d8a3dd77cae0c553bdf688","3.0199E-05","No"
"0xd7e95fc090adfc50a7b56b7955a022ac7ec94dfc","0.044645725","No"
"0xd7fdaf0ac768a53271bc4202e304f2963bae6c38","8.01E-07","No"
"0xd994509908fa4778a54b27445b822b13bc377dd1","7.93E-07","No"
"0xd9be11c8c2e9aa179b1a172d754fb9d8b3c38983","0.042975385","No"
"0xdd464965b4ea257bcd0db514c69e0b8fa99d3562","0.00120161","No"
"0xdf499c5b3d9969b2895a5f0fe7ada5477d1d5061","0.430799925","No"
"0xe1ff0e87f877bdd828a6ed0b0c8e9ee36fb76453","0.030614749","No"
"0xe4dff62ddfec78df02ef7d0744315c5d9b4099c0","4.75E-07","No"
"0xe551df693b801ca2edb9001903be4039451d8e03","0.580347171","No"
"0xe85c3abb198960ce6949297ff8af2293e0621a29","1.1E-08","No"
"0xe9408ec9a839860933c92dc91d0da28f07bbdac6","4.54E-07","No"
"0xeb1c3021eb23a9b5a0e54beecb2c24c72d630c8b","157.833549634","No"
"0xecae94265c0c99dbb46e3f17e0233278a4578b50","0.104948624","No"
"0xed27331c30aead93b6568b596826d4ec4e357acb","0.038799956","No"
"0xed442a8ae16c842e9f4a24b7dd1a6885c5696bb0","1E-09","No"
"0xedf827bddb950ec4cfb830712b61a47dab4cb553","0.053077399","No"
"0xee3b4c4f123884ce00b10c74c9a05c13f1c1416f","2.199E-06","No"
"0xf0b1746af9ecf50553740b60884d2457d396cf12","0.350562039","No"
"0xf183989713485d2c46bb2c7dc72b5b5971f2ba28","0.044041495","No"
"0xf3cd94234e568555ebc69c9677910a387f5dbc4d","9.77E-07","No"
"0xf423815e88c830097fdefd6759459fd00a323d46","5.172E-06","No"
"0xf5bce5077908a1b7370b9ae04adc565ebd643966","0.122385233","No"
"0xf7aaec8a7e3b689b299501ca4447fe7194ee7b4c","0.042713217","No"
"0xfe2341a31fe57c071b38430d4c11c6c9f107db8f","6.194E-06","No"
"0xff57f7b1e84abdc559e5f7b065cd918e3ebefbba","1.34E-07","No"
